user_id,device_type,total_watch_time_mins
UIDJSb577bebe4e6,Mobile,24359
UIDJS39ff24ea1cf,Mobile,3308
UIDJS5b9c8f0a962,Mobile,2261
UIDJS164c271316e,Mobile,5426
UIDJS4527379cc50,Mobile,8037
UIDJS3e24c97410c,Mobile,21023
UIDJSdd6605ab579,Mobile,8071
UIDJS8eca3828345,Mobile,5620
UIDJS2e09a533bb6,Mobile,1694
UIDJS2d8592a8f37,Mobile,4001
UIDJS7e7affa7f62,Mobile,12383
UIDJS7903b59afc5,Mobile,18262
UIDJS793c9bbe6a1,Mobile,2546
UIDJS47e8faeea4a,Mobile,21805
UIDJSa4006fc2468,Mobile,3704
UIDJS93d05d7308d,Mobile,817
UIDJS678b02618e7,Mobile,28447
UIDJSc1fe7707dce,Mobile,24973
UIDJSb4ea5593cb6,Mobile,12480
UIDJSabbeb8c010a,Mobile,17291
UIDJSad2a7843b51,Mobile,1489
UIDJS184ee9ccb8b,Mobile,12863
UIDJS2edfa8a5c1b,Mobile,28941
UIDJSaeaab776ddb,Mobile,21367
UIDJS1246cd23189,Mobile,1834
UIDJS792a776053a,Mobile,1572
UIDJS96bc8348ab1,Mobile,2240
UIDJSbca88512576,Mobile,6215
UIDJS9c28b5831d2,Mobile,6385
UIDJS00f080227ef,Mobile,23347
UIDJS98722c59c1d,Mobile,23780
UIDJS795c36b3f86,Mobile,5856
UIDJSc02f11e00dd,Mobile,4611
UIDJS8637cfee3c4,Mobile,9515
UIDJSae166240fe4,Mobile,8243
UIDJS3f5d82904d9,Mobile,14514
UIDJS00e0d5425aa,Mobile,7306
UIDJScdbc4306fb2,Mobile,226
UIDJS38a5e3019ae,Mobile,21500
UIDJSfadae6aa21f,Mobile,6351
UIDJSbbf39f7afe7,Mobile,1009
UIDJSd9e7628bf23,Mobile,2189
UIDJSa6e6d668bfc,Mobile,24567
UIDJS55c923c316c,Mobile,7945
UIDJS1f68d164283,Mobile,11024
UIDJS3b079ef1279,Mobile,828
UIDJSb96cf1cab06,Mobile,2272
UIDJS7e440569b35,Mobile,24427
UIDJS35f84420668,Mobile,4252
UIDJSbeedf4cb464,Mobile,9054
UIDJS3e3be9b2a03,Mobile,18970
UIDJSbda5187f4de,Mobile,15386
UIDJS760b487e6fc,Mobile,11254
UIDJS2ad63c01cb1,Mobile,6714
UIDJSeee741576bc,Mobile,14241
UIDJS551d367dbf6,Mobile,392
UIDJS604eb06c125,Mobile,19144
UIDJS250ebfbe11e,Mobile,6442
UIDJSeae3c9c4687,Mobile,11249
UIDJS6e4612a40d6,Mobile,1160
UIDJS858e5c67d4e,Mobile,4352
UIDJS66466e57b81,Mobile,5202
UIDJS1f6b6e2d165,Mobile,25600
UIDJSa56f8dca903,Mobile,5053
UIDJS4d6558e7c5a,Mobile,10775
UIDJS1d0edfa204b,Mobile,3494
UIDJSe403ceb392c,Mobile,3428
UIDJS97fe4fbb5e4,Mobile,2128
UIDJS58959903382,Mobile,17707
UIDJS179230d4d2e,Mobile,5713
UIDJSfd624ab35e4,Mobile,15404
UIDJS06f89ef36ae,Mobile,778
UIDJSacc6a53a87a,Mobile,12933
UIDJS5832c87cf8d,Mobile,26322
UIDJS8bce5935adc,Mobile,4428
UIDJSd01b0f3db68,Mobile,5248
UIDJSb89fd9fc6be,Mobile,1933
UIDJS426a8b80ac1,Mobile,3489
UIDJS4e65ea234f5,Mobile,8013
UIDJSb5ffde0585a,Mobile,9826
UIDJS45e6cd78009,Mobile,15635
UIDJSbea01916bc8,Mobile,2396
UIDJS6a2db2dbe45,Mobile,5474
UIDJSf4c6efd5275,Mobile,3940
UIDJS34f1d2902aa,Mobile,11036
UIDJS7d8f51b2500,Mobile,6901
UIDJSfe175a3897c,Mobile,3682
UIDJSd4ae5617386,Mobile,23580
UIDJS82b212af55d,Mobile,22331
UIDJSbe65104746b,Mobile,14226
UIDJSb498a63d8e3,Mobile,2811
UIDJS8ea93305c2d,Mobile,1434
UIDJS2a44470e191,Mobile,20510
UIDJS5c8e7b23058,Mobile,5770
UIDJSef22b12be0c,Mobile,2405
UIDJS87f04f46a6b,Mobile,8284
UIDJS6f4885a3b66,Mobile,2973
UIDJSd85ccc43bee,Mobile,25403
UIDJS27bf70f47ed,Mobile,18979
UIDJS9fc5151c5a2,Mobile,9999
UIDJS06d999ed0f8,Mobile,21967
UIDJScacbf379671,Mobile,28694
UIDJSf81bd23f338,Mobile,2765
UIDJS81f6985d092,Mobile,1656
UIDJSef5477b84e6,Mobile,900
UIDJS05713c3de48,Mobile,5520
UIDJS090d11d1b11,Mobile,6829
UIDJSa72ccac328d,Mobile,411
UIDJS537d3a03ad8,Mobile,1992
UIDJSd0585b690f1,Mobile,938
UIDJS4cf26d541c1,Mobile,7073
UIDJSfbcc534f8e5,Mobile,1286
UIDJS5f669254ffc,Mobile,18295
UIDJScae1c9ffe3e,Mobile,314
UIDJS3bfcf88f7fb,Mobile,4393
UIDJS01741a7dbc9,Mobile,27102
UIDJSa45a28e7102,Mobile,9287
UIDJSa9eb20e8a43,Mobile,1268
UIDJS726c069cedc,Mobile,2682
UIDJS83810e819f0,Mobile,13498
UIDJSb415a0824f9,Mobile,1989
UIDJS986d4b2b5ab,Mobile,8859
UIDJS909ac44190b,Mobile,24540
UIDJSf069ec4d049,Mobile,26237
UIDJS2d72978dfdf,Mobile,4296
UIDJS0ec584b6e38,Mobile,7510
UIDJS5632ec73d12,Mobile,676
UIDJSa18bb7f7b83,Mobile,9895
UIDJS3e3417f8299,Mobile,344
UIDJSfd0440ee50a,Mobile,32236
UIDJS3a613502998,Mobile,21366
UIDJSfe9babdc08a,Mobile,12037
UIDJS3e3d231bade,Mobile,33217
UIDJSb6bb3adf46b,Mobile,29884
UIDJSbde3b1dba4a,Mobile,461
UIDJSb5b9cad6ab8,Mobile,1250
UIDJSf6f6f66a483,Mobile,8094
UIDJSbf0ae298bf4,Mobile,15459
UIDJSf96029c7bd3,Mobile,5903
UIDJS3c8ccea7290,Mobile,19425
UIDJSb1cd033c470,Mobile,1998
UIDJSb4dd1bdb6b5,Mobile,29383
UIDJS7d3273d06c6,Mobile,22181
UIDJS2906d9ee990,Mobile,1506
UIDJS9114eaa93cc,Mobile,17432
UIDJS3d37a9f41ad,Mobile,4028
UIDJS5b44882e6e6,Mobile,4223
UIDJSa6b5a8031ac,Mobile,623
UIDJSc2e56a35730,Mobile,13766
UIDJS925e0b67b63,Mobile,7920
UIDJSfca24dc4836,Mobile,5833
UIDJS05bf5a9dd52,Mobile,6676
UIDJSc1d3156fed9,Mobile,26513
UIDJS9583482ffc2,Mobile,3125
UIDJS69bf8c6c1b7,Mobile,10261
UIDJS1c8be0c0200,Mobile,15425
UIDJS5922d51e0e0,Mobile,11186
UIDJS198075f3253,Mobile,2878
UIDJS8444ab7c37d,Mobile,9733
UIDJS654dd1e4a09,Mobile,6319
UIDJSecb546b8aec,Mobile,13271
UIDJS0a15d803fa9,Mobile,35374
UIDJSe68eff82e86,Mobile,17505
UIDJS9ffb183623b,Mobile,5734
UIDJSef7a2be6eb3,Mobile,2326
UIDJS8efeaa0b7e1,Mobile,20107
UIDJS57a171d901b,Mobile,1089
UIDJS54b0ab3bbda,Mobile,2763
UIDJS3b10cb7e165,Mobile,10853
UIDJS88e11d1b815,Mobile,8575
UIDJSfbc20abb4f9,Mobile,6352
UIDJS37255c64a7d,Mobile,1922
UIDJSce591e36745,Mobile,3031
UIDJSba3f35787cd,Mobile,18856
UIDJS2da20a4f818,Mobile,4462
UIDJS0f46e5d3ea9,Mobile,4723
UIDJS08ca4749d7b,Mobile,1433
UIDJSa2e8aae7ca8,Mobile,18658
UIDJS1663e45e909,Mobile,16126
UIDJS689c4e19dcb,Mobile,10389
UIDJS4f0513086b5,Mobile,35468
UIDJS8c255e48bd5,Mobile,18102
UIDJSb59985f8b2b,Mobile,2284
UIDJSa11992b6df5,Mobile,6161
UIDJSed12300bf74,Mobile,16571
UIDJSc17a065ca07,Mobile,1882
UIDJS37d77681abb,Mobile,13917
UIDJScc94c13791c,Mobile,11383
UIDJS305e3a983b5,Mobile,15379
UIDJS1ea4e857929,Mobile,5137
UIDJS0932ed7a292,Mobile,5033
UIDJS28097f533dc,Mobile,19212
UIDJScb0af9ee48d,Mobile,18269
UIDJS5de80890662,Mobile,26030
UIDJSeff7bcde706,Mobile,11635
UIDJSab38bbd87a4,Mobile,19358
UIDJS4cb88afd815,Mobile,4342
UIDJSeca0b26012f,Mobile,12272
UIDJS32473466c72,Mobile,11508
UIDJS7b3b57476fe,Mobile,7984
UIDJSfaccdafc1b6,Mobile,8827
UIDJSece7de37d63,Mobile,29051
UIDJS5f1c4866bb4,Mobile,4321
UIDJS5c94f5c9b43,Mobile,9361
UIDJS90a8107a066,Mobile,7466
UIDJS682889bc942,Mobile,11878
UIDJS4202a45c2e3,Mobile,6502
UIDJS49c6f0f35a0,Mobile,1145
UIDJSe1cf221d33c,Mobile,15449
UIDJSd41caf9c7fc,Mobile,7725
UIDJSb67a7534a61,Mobile,8307
UIDJS635eda660b5,Mobile,16228
UIDJSab75a22fef8,Mobile,5807
UIDJS853076c62f1,Mobile,1089
UIDJS002d8a58c00,Mobile,2614
UIDJS46327d36a01,Mobile,2718
UIDJSb4782ab91cc,Mobile,10692
UIDJSddb9f62289c,Mobile,16923
UIDJS1023f6b3b2b,Mobile,5555
UIDJS65d07bd93d8,Mobile,7315
UIDJSebf5905fbd9,Mobile,22241
UIDJS799f524f259,Mobile,4282
UIDJS3352de33bce,Mobile,4249
UIDJS1a97a515033,Mobile,1779
UIDJS89eb5f39554,Mobile,16417
UIDJS80cce54b47c,Mobile,3210
UIDJS1846f8d9de6,Mobile,665
UIDJS544d6dba5ff,Mobile,577
UIDJS40d4488e5b2,Mobile,5365
UIDJS362c58def4c,Mobile,10025
UIDJS01b64eab2eb,Mobile,1861
UIDJS07b9f393920,Mobile,12235
UIDJS5fabad520c3,Mobile,10927
UIDJS076315f4fd0,Mobile,13573
UIDJS52ee2af6c57,Mobile,14592
UIDJS05063473f7d,Mobile,1032
UIDJS7e018273a11,Mobile,1956
UIDJS189ec3420c7,Mobile,8283
UIDJSb5f9b56f9e0,Mobile,8683
UIDJS9a2da655e83,Mobile,8873
UIDJS79dc9ddc164,Mobile,15930
UIDJSac6e60b0566,Mobile,25797
UIDJS9b307a7238f,Mobile,11645
UIDJS5b1fd52e869,Mobile,6205
UIDJS0c1073cb07a,Mobile,2377
UIDJS1a6d9c0de8b,Mobile,30062
UIDJS17cc0d7c077,Mobile,14578
UIDJS9eeae585fcc,Mobile,6230
UIDJS8d4f1aadc35,Mobile,2615
UIDJS46ce43667f9,Mobile,8473
UIDJSa41fc104429,Mobile,6288
UIDJSaa7de4b736e,Mobile,10690
UIDJSdac5d38b9ee,Mobile,1230
UIDJSa1f961ceef7,Mobile,9456
UIDJS863bd1b0537,Mobile,16756
UIDJS0e4ccb375b6,Mobile,15838
UIDJS9813b3f7997,Mobile,13603
UIDJS4e1a72de0c6,Mobile,22870
UIDJS35ece90417f,Mobile,22881
UIDJSf0d6476c386,Mobile,1658
UIDJS97ea811d65b,Mobile,3863
UIDJS3dcc67b37e9,Mobile,34622
UIDJSef46592c1cd,Mobile,7062
UIDJS75a689273e1,Mobile,3018
UIDJS2aa6dff54cd,Mobile,4304
UIDJS60552d3825b,Mobile,21215
UIDJS7174af58dbe,Mobile,5237
UIDJS5002cfb12d7,Mobile,3358
UIDJSdd9bdbc3025,Mobile,5240
UIDJSdf7b6ba8b9c,Mobile,2333
UIDJS8f71753f6d5,Mobile,19343
UIDJS1e519d514ec,Mobile,11323
UIDJSf4f3d25af25,Mobile,13438
UIDJS82ce1b30246,Mobile,19295
UIDJSd51383c94ba,Mobile,1269
UIDJS1ba47a0ff9c,Mobile,4929
UIDJScec4d008ce3,Mobile,11721
UIDJS8acebc1b0d8,Mobile,1753
UIDJSb54ee8c7eb5,Mobile,3398
UIDJS43452da3fcb,Mobile,19093
UIDJS745a7b73477,Mobile,11534
UIDJSca7960c0548,Mobile,6174
UIDJSb2d25c0b6ec,Mobile,15775
UIDJS4f42cde6e14,Mobile,15332
UIDJS77c0008cf18,Mobile,8390
UIDJS70a3620a3ea,Mobile,25259
UIDJS5be28c48410,Mobile,27215
UIDJS029974fb532,Mobile,1699
UIDJS0c01bad3c5c,Mobile,24197
UIDJS782228767d5,Mobile,16629
UIDJS6591b78a1f4,Mobile,12318
UIDJS6043ef881c6,Mobile,25824
UIDJS76021fc3d8a,Mobile,14810
UIDJSff5dd1929be,Mobile,12282
UIDJS0065253546b,Mobile,2739
UIDJS5df532719d9,Mobile,2396
UIDJS7d60eb42e73,Mobile,5469
UIDJS7e25ac67dba,Mobile,2829
UIDJSf786b639980,Mobile,474
UIDJSba7ef70c73b,Mobile,19734
UIDJSc6a784429d7,Mobile,20413
UIDJS20f430b46e2,Mobile,16480
UIDJS789607db701,Mobile,17177
UIDJS008d20198a3,Mobile,9094
UIDJS4ed2afa6f6c,Mobile,2044
UIDJS9da6f099809,Mobile,19773
UIDJS9f4aba442f9,Mobile,10266
UIDJS71914938aab,Mobile,20735
UIDJSe897ec42518,Mobile,2198
UIDJS3c8ce493323,Mobile,2870
UIDJS2622c908d48,Mobile,3377
UIDJSf6bf048dcd3,Mobile,12248
UIDJS5ccb34a0cc2,Mobile,9601
UIDJSe5fa5733ae8,Mobile,2797
UIDJSfa06cfa85a9,Mobile,18961
UIDJS8e9ae4a0395,Mobile,9732
UIDJS5aa6add5099,Mobile,2812
UIDJS29d1b24a30a,Mobile,2125
UIDJS1b29f64e324,Mobile,16881
UIDJSf6cae65bc84,Mobile,27833
UIDJS4bab69c23af,Mobile,2590
UIDJSc0827488f33,Mobile,20820
UIDJS47a988b3b70,Mobile,12897
UIDJSff90974e2e4,Mobile,3438
UIDJS0481d4256e4,Mobile,7614
UIDJSd32a93b6076,Mobile,24184
UIDJSec86ea389e9,Mobile,4153
UIDJS5c65c104b8d,Mobile,11739
UIDJSab87e68407b,Mobile,2620
UIDJSda88de2d074,Mobile,2028
UIDJSa671d8c1d5a,Mobile,6484
UIDJS177696925bd,Mobile,5835
UIDJSa9f7a440206,Mobile,24700
UIDJS9ae58ab0968,Mobile,12564
UIDJSb76ad369f54,Mobile,7493
UIDJSde104d4a321,Mobile,19978
UIDJSb1332cae3aa,Mobile,12111
UIDJS2467342765f,Mobile,13473
UIDJSc6b6f0c5cc0,Mobile,9769
UIDJS11139722351,Mobile,20532
UIDJS5e0863e3e76,Mobile,13788
UIDJSb4adc88890d,Mobile,5168
UIDJS40065cb22e1,Mobile,3215
UIDJSf9206e949e5,Mobile,20891
UIDJS5e7b6176897,Mobile,9078
UIDJS60f2e162fb4,Mobile,6583
UIDJSbf5c0ff9c76,Mobile,2667
UIDJS272ec821e1b,Mobile,1414
UIDJS6c9b3d4481b,Mobile,2761
UIDJSbafbe8a4306,Mobile,10625
UIDJS9bbdf3f89cc,Mobile,9274
UIDJS6d378c43c93,Mobile,23637
UIDJS2e207dde19f,Mobile,22860
UIDJS6d0ffee556d,Mobile,7132
UIDJS6c727f0bb90,Mobile,4958
UIDJSf5993c7f9cc,Mobile,7331
UIDJS5da15c232cd,Mobile,19528
UIDJSd3d761af8ca,Mobile,5607
UIDJS580c7554389,Mobile,17486
UIDJSda524660aff,Mobile,5574
UIDJSefab2a80f6b,Mobile,7175
UIDJS81cd4ddd6a9,Mobile,15528
UIDJS2ceb598627c,Mobile,26666
UIDJS1588ae30675,Mobile,9707
UIDJS5de63792a31,Mobile,8256
UIDJSf3cd19fb66e,Mobile,18496
UIDJS5334ab21109,Mobile,15388
UIDJS15d77db6b94,Mobile,12440
UIDJS6107147e479,Mobile,29529
UIDJS0e86d35da28,Mobile,2314
UIDJSfa73faa5516,Mobile,30730
UIDJS6ac8602033c,Mobile,1566
UIDJS117af6ccc5c,Mobile,21960
UIDJS3c6bf8925ba,Mobile,6909
UIDJSefa4c80ce95,Mobile,1988
UIDJS2ad487bfe6a,Mobile,2761
UIDJSa465804b179,Mobile,22422
UIDJS3cb32523afb,Mobile,18079
UIDJS7a9d1952e5a,Mobile,14839
UIDJSe78f80ad76a,Mobile,5816
UIDJS4fb16286eb7,Mobile,19893
UIDJS75b5f41ef9c,Mobile,4861
UIDJS8d3d73d6195,Mobile,22224
UIDJS08e274e82a4,Mobile,18221
UIDJS39539e4af8c,Mobile,26505
UIDJS8094be04d1b,Mobile,8734
UIDJS848bfc2cfc6,Mobile,15428
UIDJSc294cd1edb3,Mobile,11577
UIDJS7f8a40556e5,Mobile,9390
UIDJS2f0dce53ed1,Mobile,4297
UIDJS3453c96affd,Mobile,4511
UIDJSbbf06e7f7b9,Mobile,1544
UIDJS995bb583d54,Mobile,9807
UIDJS714229f99d4,Mobile,1901
UIDJS09df5b7ada1,Mobile,1185
UIDJSd3a2aff2d79,Mobile,15440
UIDJS52950606580,Mobile,547
UIDJS6ee571fa727,Mobile,3578
UIDJS97be5731bfe,Mobile,6540
UIDJS53f8ccc7e82,Mobile,10770
UIDJS6e5b21259c0,Mobile,2100
UIDJS14789e17bd8,Mobile,25659
UIDJS79db3cd7f61,Mobile,4981
UIDJS7a0348cc3d8,Mobile,3819
UIDJS2f82b4a7da1,Mobile,11931
UIDJS5ca1b43f452,Mobile,17430
UIDJS4cb6ba17f88,Mobile,7616
UIDJSeaebf3d05c2,Mobile,361
UIDJS71d91daa6be,Mobile,9518
UIDJSa624dda457f,Mobile,24584
UIDJS5fb7f39183f,Mobile,11746
UIDJS1fc56854a34,Mobile,20541
UIDJSe37d4364aa0,Mobile,9165
UIDJSf53837749d3,Mobile,3454
UIDJSe5db257bed9,Mobile,6179
UIDJSc2d00592de7,Mobile,17772
UIDJS7312f745d17,Mobile,25316
UIDJSd7c6cdf9bf9,Mobile,367
UIDJS1724c4b7699,Mobile,6115
UIDJS5cd9d2bd23f,Mobile,8510
UIDJSa5e57c40150,Mobile,11818
UIDJS09dde96da72,Mobile,9032
UIDJS7836b475683,Mobile,3726
UIDJS7a7088b1898,Mobile,20917
UIDJSdb534ad5320,Mobile,15549
UIDJS73ae3939d61,Mobile,5309
UIDJS25e23286bba,Mobile,7342
UIDJSf8dfff778d7,Mobile,3361
UIDJS3c6e56acddb,Mobile,11661
UIDJSee8c8be5d6c,Mobile,15035
UIDJSe99a796f98b,Mobile,2754
UIDJS74e8b547c5a,Mobile,31520
UIDJSfe8fbd8af85,Mobile,27053
UIDJSbc97a1db4e8,Mobile,11006
UIDJS01d0ea50b68,Mobile,13122
UIDJS65cb632fb3f,Mobile,23249
UIDJS136f0f5f1cc,Mobile,9595
UIDJS0a9baa85661,Mobile,2086
UIDJS18312307180,Mobile,29208
UIDJS70080c0d8d2,Mobile,10868
UIDJS153d4c96602,Mobile,1414
UIDJS43e684e4161,Mobile,3092
UIDJSb171eea0dfc,Mobile,15573
UIDJSac226f139c3,Mobile,2376
UIDJS7c45734318c,Mobile,7048
UIDJSa9d4823073f,Mobile,1733
UIDJS15cec2b0011,Mobile,13214
UIDJS99417fef8a1,Mobile,2849
UIDJS5af4d561224,Mobile,9971
UIDJS458a73e25f1,Mobile,13242
UIDJSb95fe67d470,Mobile,14726
UIDJSb9cc31331af,Mobile,7848
UIDJSe852b1ce962,Mobile,20942
UIDJS033f4d7fc22,Mobile,14718
UIDJS7b7bcf49c66,Mobile,5581
UIDJS51a230b0b47,Mobile,1189
UIDJS3c606ae7b2a,Mobile,2275
UIDJS5d0e7c5171c,Mobile,24818
UIDJS33b218f5f9c,Mobile,5422
UIDJSb106d64ad14,Mobile,26423
UIDJS30cef5aabc1,Mobile,8063
UIDJSa3f2e348649,Mobile,2531
UIDJS26076c5335c,Mobile,9784
UIDJSab23b9734cf,Mobile,3503
UIDJSba8f23baacf,Mobile,33383
UIDJSf5faa2ee9f1,Mobile,6276
UIDJS1e9c8f66688,Mobile,13695
UIDJSbf87187fa7b,Mobile,2463
UIDJS78e790a0529,Mobile,1045
UIDJS8636ade0fec,Mobile,13504
UIDJSd3c00a1e8bc,Mobile,519
UIDJSa55e3d9738e,Mobile,17315
UIDJS06e67b5c660,Mobile,3881
UIDJSe850ae5e91d,Mobile,3240
UIDJS9f2fbaeed16,Mobile,6447
UIDJS9305daddc19,Mobile,11489
UIDJS0c533da2d5f,Mobile,2189
UIDJS0f56fd7c4d8,Mobile,26197
UIDJS2fc7f41f619,Mobile,1862
UIDJS50197d221c8,Mobile,10939
UIDJS49a1821572a,Mobile,19678
UIDJS59192c1f7e5,Mobile,12468
UIDJS860b5453c10,Mobile,25016
UIDJS87d40c491d0,Mobile,5643
UIDJScccf950987c,Mobile,1994
UIDJSd88b58c0e84,Mobile,32525
UIDJS611aad6f6f2,Mobile,944
UIDJS5d543dcda62,Mobile,6166
UIDJSa0384438223,Mobile,2685
UIDJS37ac150a253,Mobile,15530
UIDJSa0a47f90cb0,Mobile,17964
UIDJS2901cbacc29,Mobile,5656
UIDJS792a3a8bd7b,Mobile,9926
UIDJS3869022cf0a,Mobile,1591
UIDJS22d4f8c0c5f,Mobile,16988
UIDJS3d8cad58f3b,Mobile,7176
UIDJSbc48ce3515d,Mobile,3098
UIDJS70421be0d3f,Mobile,652
UIDJS753d3041fd1,Mobile,7908
UIDJS0ab676579ba,Mobile,6880
UIDJS86c14c1cd31,Mobile,7634
UIDJS26d28195fbe,Mobile,3714
UIDJS9dc52692a98,Mobile,21977
UIDJS3f63d89a5f7,Mobile,29172
UIDJS77b18bc3c1e,Mobile,10499
UIDJS0f0331837bf,Mobile,24001
UIDJSda4484ca5af,Mobile,26203
UIDJS384cc2281e1,Mobile,2806
UIDJSa1b725103e3,Mobile,13643
UIDJS4d93baf073e,Mobile,26116
UIDJSfda0910db68,Mobile,23008
UIDJS498152513c5,Mobile,12531
UIDJS5903476774e,Mobile,2780
UIDJS98a69dd3a10,Mobile,3369
UIDJSde57ceb1516,Mobile,1496
UIDJSd7963cee9a3,Mobile,22572
UIDJS0d5b122e7f7,Mobile,20234
UIDJS34a9f30681d,Mobile,8225
UIDJS9bc560244ab,Mobile,13292
UIDJS7b3fe9e658e,Mobile,18021
UIDJS96c45d1f2fe,Mobile,793
UIDJS266a34eae19,Mobile,3922
UIDJS0488bec4c93,Mobile,2636
UIDJS2d38cc28e76,Mobile,11922
UIDJS2984be7c979,Mobile,17760
UIDJS8e30788fffd,Mobile,17538
UIDJS6ba9317daaa,Mobile,1598
UIDJS997aa80cc29,Mobile,19681
UIDJS3bbdf8f9c38,Mobile,15334
UIDJS3712126b772,Mobile,22866
UIDJSa7a6e0de9fd,Mobile,7470
UIDJSd01a20e4c67,Mobile,5194
UIDJS16d0cb8f245,Mobile,13126
UIDJSfe1ea467ef3,Mobile,4365
UIDJS8e0e21f8464,Mobile,19265
UIDJS22baba9705f,Mobile,12781
UIDJS13d4972ce92,Mobile,814
UIDJS115e56bd756,Mobile,1786
UIDJS75973834f73,Mobile,1325
UIDJSa94c93be332,Mobile,6141
UIDJSbcd93bfcc64,Mobile,24939
UIDJS45243d6d1fa,Mobile,26570
UIDJSe000e746399,Mobile,5859
UIDJS99b60b0bd44,Mobile,10258
UIDJS901c680c802,Mobile,16338
UIDJS7dd65972b91,Mobile,25884
