user_id,device_type,total_watch_time_mins
UIDLC81ca0227d4d,Mobile,4064
UIDLCaed77066582,Mobile,15545
UIDLC48090a4f588,Mobile,332
UIDLC726958d64fa,Mobile,742
UIDLC596dc59eb18,Mobile,5628
UIDLCae16588ecac,Mobile,416
UIDLCf74253a0330,Mobile,6577
UIDLC4455a5955e8,Mobile,773
UIDLC705cba73043,Mobile,588
UIDLC41dfdcbf5ba,Mobile,3371
UIDLC15c31f3897b,Mobile,445
UIDLCf7f49a10543,Mobile,565
UIDLC4b4a55bb0df,Mobile,6435
UIDLCae4a18a3a60,Mobile,550
UIDLC046b18ba43f,Mobile,2677
UIDLC8e12d98fafa,Mobile,8989
UIDLCded61e8b2a2,Mobile,205
UIDLC29d26e82f62,Mobile,284
UIDLC9488b14c78a,Mobile,4373
UIDLC7d89f2df4fd,Mobile,5538
UIDLC18240357686,Mobile,514
UIDLCe26b7c5f5bc,Mobile,2252
UIDLC3e4cb4ad99e,Mobile,694
UIDLCfb2b5fa2459,Mobile,324
UIDLC788cc147839,Mobile,625
UIDLC293b8e81ffe,Mobile,512
UIDLCac8928f2571,Mobile,1658
UIDLC5062a80edb0,Mobile,102
UIDLCbb2df4c3327,Mobile,15602
UIDLC5df9edf8d0f,Mobile,141
UIDLC37dca956b59,Mobile,918
UIDLC5231371b878,Mobile,495
UIDLCec5b9d5b0ef,Mobile,6463
UIDLC5139c3b5f0b,Mobile,436
UIDLCe59c2974ffb,Mobile,533
UIDLCcd33b9f5b6a,Mobile,694
UIDLCce982bbf644,Mobile,958
UIDLCff574c998bd,Mobile,14125
UIDLCc48559607ee,Mobile,18215
UIDLCe65c6da938a,Mobile,785
UIDLC3c0778d6704,Mobile,1521
UIDLC84e2f7f076e,Mobile,430
UIDLCa1323ddcd66,Mobile,1295
UIDLC6873b8ec594,Mobile,1029
UIDLC1e1030a115d,Mobile,2038
UIDLC554b8ce849a,Mobile,322
UIDLCb2ca5c6f51e,Mobile,486
UIDLC70376e986cd,Mobile,255
UIDLC68ebedfc0e2,Mobile,365
UIDLC7e202336e84,Mobile,2242
UIDLCbfb49f38145,Mobile,4608
UIDLCd77a9e5a8d9,Mobile,1543
UIDLC8a7da933a7b,Mobile,366
UIDLCf6c9d334c39,Mobile,481
UIDLCd13f95e6e1c,Mobile,5069
UIDLC1fe0d06f3ad,Mobile,725
UIDLC86b419c5f37,Mobile,999
UIDLCad479dfaa14,Mobile,747
UIDLCc3ababbd94f,Mobile,6466
UIDLC3e63536d2de,Mobile,20075
UIDLC5f4054b3566,Mobile,2837
UIDLCa35ed736b3f,Mobile,498
UIDLCbee28568a4c,Mobile,1929
UIDLC8792f51850b,Mobile,403
UIDLCe2eba1943a8,Mobile,27573
UIDLCe1e3911dfb8,Mobile,2051
UIDLCf6318a6f12d,Mobile,2097
UIDLC59832cf1c12,Mobile,3452
UIDLCb907d38d2b3,Mobile,608
UIDLC9a6a4543b78,Mobile,114
UIDLC839900e857a,Mobile,3154
UIDLCa932d57bc04,Mobile,5050
UIDLCfb1a304d8a8,Mobile,111
UIDLC7b77b69760b,Mobile,564
UIDLCa9ae43a0c2f,Mobile,364
UIDLCd7564ad4172,Mobile,608
UIDLCf64fc8950da,Mobile,1504
UIDLCdb52e954d76,Mobile,325
UIDLCd97efd7f705,Mobile,3605
UIDLC32bee32b7ca,Mobile,5848
UIDLC6638eec574b,Mobile,171
UIDLCaf412351eca,Mobile,614
UIDLCcc38d670945,Mobile,5231
UIDLC5540a65409c,Mobile,702
UIDLCdfd32497750,Mobile,452
UIDLC115146f7293,Mobile,2482
UIDLC82775ea15d0,Mobile,11542
UIDLCb96a72e62ca,Mobile,502
UIDLC2441df92207,Mobile,1038
UIDLCdfa14862129,Mobile,1280
UIDLC46b5165f930,Mobile,817
UIDLC32882e5b6b3,Mobile,1067
UIDLCd22f92df804,Mobile,126
UIDLCc241db63ea5,Mobile,760
UIDLC069abdef2d6,Mobile,748
UIDLC605686fc634,Mobile,721
UIDLC9c5fc468d25,Mobile,446
UIDLC3ab6bb968da,Mobile,1526
UIDLCa47ac266aff,Mobile,498
UIDLC90c4ff6f6aa,Mobile,5262
UIDLC78b69e41d43,Mobile,2067
UIDLC089394140ac,Mobile,19128
UIDLCbbb9fe61642,Mobile,1421
UIDLCd8f90571acc,Mobile,2054
UIDLCf952d86aadc,Mobile,486
UIDLC6dba8c06d7c,Mobile,10526
UIDLCdcd00124544,Mobile,2572
UIDLC9af87cd7aeb,Mobile,686
UIDLC5ea52703408,Mobile,5472
UIDLC3d649d0f6b6,Mobile,423
UIDLCa69eb236c8d,Mobile,8126
UIDLC5b5cb4da78e,Mobile,1420
UIDLC592bf124d2e,Mobile,8151
UIDLCccf117b2b3c,Mobile,485
UIDLC0f47bf3deac,Mobile,3856
UIDLC351cac551fc,Mobile,3978
UIDLC02f8bf20c3b,Mobile,1500
UIDLC106d884e959,Mobile,1912
UIDLC8c4ac2499ce,Mobile,1370
UIDLC6dbb1790327,Mobile,6519
UIDLC8d4a11fa0a2,Mobile,789
UIDLC7a4c3ea7331,Mobile,2132
UIDLC5b48c6aeb66,Mobile,553
UIDLC0520acd6771,Mobile,466
UIDLC3b22e8df026,Mobile,5637
UIDLCa37897e8c2f,Mobile,4937
UIDLC69afeb75fa4,Mobile,614
UIDLC46828546d29,Mobile,545
UIDLC2a21b4ac785,Mobile,1964
UIDLCf67ad697e54,Mobile,444
UIDLC1e17611b7ff,Mobile,1215
UIDLCba56a3b3a2d,Mobile,564
UIDLC52bc24bc991,Mobile,388
UIDLC6c8a6cc9ae1,Mobile,1185
UIDLCe236062b109,Mobile,1098
UIDLCc0f5287710f,Mobile,4415
UIDLCbbebb73dc34,Mobile,697
UIDLCd7bf7efdf58,Mobile,1459
UIDLC0905b704f5c,Mobile,1773
UIDLCb6970014fd6,Mobile,13849
UIDLC26fde631184,Mobile,771
UIDLC26b379121ef,Mobile,3040
UIDLC478a51d8cdb,Mobile,176
UIDLC7ec82523886,Mobile,2135
UIDLCb0108342dcc,Mobile,36
UIDLCa1a289ce615,Mobile,558
UIDLC7b43dfb107c,Mobile,682
UIDLCf54190d2c7a,Mobile,5729
UIDLCc81c0903de9,Mobile,183
UIDLC1e1925123f9,Mobile,132
UIDLC094865198f9,Mobile,18438
UIDLC5de3b1ce554,Mobile,2454
UIDLC17a9ba13541,Mobile,2643
UIDLCfeb7c1d0b28,Mobile,1139
UIDLC0fa810750a9,Mobile,3203
UIDLC0bc7319b0d0,Mobile,3152
UIDLCa7649af6206,Mobile,556
UIDLCac070f4172c,Mobile,21108
UIDLCa262c2d584d,Mobile,4329
UIDLC08a5d900976,Mobile,4338
UIDLC939ce2d9a04,Mobile,1411
UIDLC1365f331769,Mobile,121
UIDLCa6e8aeaaafc,Mobile,2619
UIDLC4131f92f9d2,Mobile,1541
UIDLCb27b9f62fae,Mobile,1210
UIDLCa7d28286971,Mobile,1564
UIDLCf1849defa78,Mobile,266
UIDLC57ff4ec6fe8,Mobile,9826
UIDLCf49351cef11,Mobile,7188
UIDLC41e25d67e9b,Mobile,618
UIDLC31b5c1f2b15,Mobile,1454
UIDLC76536bfd66e,Mobile,5628
UIDLCfe629148a4c,Mobile,1168
UIDLCc564c93e39e,Mobile,15461
UIDLCd68dda5c627,Mobile,507
UIDLCc478030d1ad,Mobile,3129
UIDLC8644f4dffb3,Mobile,1165
UIDLC217fe524074,Mobile,780
UIDLC10da0b7e83e,Mobile,159
UIDLC1799a21e6a8,Mobile,706
UIDLCc4e0b7a0fee,Mobile,256
UIDLC234577b9c2e,Mobile,161
UIDLC89571d5b1a2,Mobile,651
UIDLC07c0f163c2e,Mobile,4441
UIDLCaee33d6a0de,Mobile,125
UIDLCa5186a75d25,Mobile,1168
UIDLC5e012e9db4d,Mobile,1053
UIDLC83e65aa626b,Mobile,1384
UIDLC6bef9eccd20,Mobile,5002
UIDLCe11404d8bd4,Mobile,7927
UIDLC24898e4b9e5,Mobile,550
UIDLCbb195c4fd0c,Mobile,570
UIDLCa8e8bdadea5,Mobile,61
UIDLCa03fac691cb,Mobile,394
UIDLC6479839af3d,Mobile,1859
UIDLC57d2ce56356,Mobile,1888
UIDLCab5b3718b96,Mobile,9591
UIDLCf6c9dfbfc6d,Mobile,1144
UIDLCd89874792b5,Mobile,1101
UIDLCd6fe1834a77,Mobile,1661
UIDLC31183df510e,Mobile,1869
UIDLC34787a01738,Mobile,327
UIDLCbf5f066d92b,Mobile,1529
UIDLC45e51320818,Mobile,2230
UIDLC8d6e43b6461,Mobile,14007
UIDLC1c81562cab1,Mobile,1177
UIDLCd895fca8335,Mobile,88
UIDLC07f42c39617,Mobile,423
UIDLCdc18d346cad,Mobile,2441
UIDLCb7d59b446d3,Mobile,773
UIDLC008ccdde2f0,Mobile,594
UIDLCdea2c49f971,Mobile,454
UIDLC06fce901a79,Mobile,11713
UIDLC8deebcf0d16,Mobile,630
UIDLC792d2dc1c70,Mobile,3670
UIDLC2b99fa20a60,Mobile,168
UIDLC18d6f80f4b6,Mobile,2331
UIDLC05f68ad2e92,Mobile,1043
UIDLCccca8324cc5,Mobile,6689
UIDLC1a9bd2c14c8,Mobile,3792
UIDLCa4fa4142cb2,Mobile,200
UIDLC3a41d57acf4,Mobile,2228
UIDLCc16e41dcfa3,Mobile,397
UIDLCf517d82c2c0,Mobile,785
UIDLC7cd008ddff1,Mobile,2683
UIDLC00d624feeaf,Mobile,10004
UIDLC7ae54bebd99,Mobile,502
UIDLCe9409c64a10,Mobile,3925
UIDLC357b5884555,Mobile,1697
UIDLC272389f2398,Mobile,5277
UIDLCf8e8482d9a6,Mobile,306
UIDLC8147726b341,Mobile,274
UIDLC1ed4637c301,Mobile,8387
UIDLC9ca8f227e69,Mobile,158
UIDLCe3330ec971d,Mobile,3428
UIDLC0a6c68aa987,Mobile,303
UIDLCa9436929145,Mobile,1179
UIDLCea4e5211f12,Mobile,274
UIDLC18954561160,Mobile,5145
UIDLC8e0783fe6ce,Mobile,406
UIDLC4eaefbb4e33,Mobile,2725
UIDLC8c9c0678db2,Mobile,594
UIDLCbca40c2ceb1,Mobile,5182
UIDLC4feaadd77da,Mobile,464
UIDLCa86e5ad5c10,Mobile,596
UIDLC75635be60c4,Mobile,10607
UIDLC91475cf82bc,Mobile,433
UIDLC82f672b6485,Mobile,1654
UIDLC5a123f15133,Mobile,438
UIDLC10467871d74,Mobile,3998
UIDLC52ac33878a8,Mobile,597
UIDLC2df381802f9,Mobile,761
UIDLCef816a9e775,Mobile,2225
UIDLC8ead5637c2a,Mobile,204
UIDLCb3def1ec293,Mobile,2763
UIDLC86040bbf41d,Mobile,992
UIDLC8746476bc7a,Mobile,99
UIDLC80a2869f148,Mobile,557
UIDLC66fd717a3c9,Mobile,1639
UIDLC864cd3ea779,Mobile,1857
UIDLCbb4692f6217,Mobile,136
UIDLCf87137522f5,Mobile,576
UIDLCab28579a651,Mobile,515
UIDLC46358a6ea4e,Mobile,1934
UIDLC9241819c672,Mobile,2998
UIDLCdc431469dd9,Mobile,1729
UIDLC7024d55d82a,Mobile,1186
UIDLCe2da21e993a,Mobile,651
UIDLC15a5514ed79,Mobile,2431
UIDLC6de241850e6,Mobile,9295
UIDLC2285364a8ba,Mobile,8828
UIDLC06d85e4b234,Mobile,1139
UIDLC25674b484c1,Mobile,146
UIDLC65ff76f05fe,Mobile,21592
UIDLC5a0e985d00d,Mobile,561
UIDLC00d69230cef,Mobile,175
UIDLC71a99cf9944,Mobile,2872
UIDLCad0e158c36f,Mobile,3354
UIDLCf911f221b32,Mobile,74
UIDLC96235322f81,Mobile,330
UIDLC03f27d52c3c,Mobile,2016
UIDLC45a806ccd08,Mobile,151
UIDLCee96c102da8,Mobile,2158
UIDLCdd7ca233504,Mobile,13440
UIDLC56e7f7784c2,Mobile,12652
UIDLCb1b6e7480a4,Mobile,496
UIDLCbcd760306c2,Mobile,4746
UIDLCa2c765fee27,Mobile,2620
UIDLC1a1b1a5fbcf,Mobile,2139
UIDLC1927a06b940,Mobile,1996
UIDLC1bd8950825b,Mobile,473
UIDLC6d2a84c540e,Mobile,1398
UIDLC94078b7a3d1,Mobile,643
UIDLCcc56b7f6c4f,Mobile,150
UIDLCd1ecd09b89f,Mobile,453
UIDLC754b48e83a5,Mobile,476
UIDLCaa67bfe52c9,Mobile,117
UIDLC6ebbff8a9a5,Mobile,170
UIDLC931597a8504,Mobile,207
UIDLC340bc2c9cb6,Mobile,343
UIDLCd9e06daca98,Mobile,1021
UIDLC84d239b1f57,Mobile,12719
UIDLC982b18378ab,Mobile,457
UIDLC9d4565884da,Mobile,2192
UIDLCb3b6318bcee,Mobile,369
UIDLCa603ca9eb03,Mobile,447
UIDLC227f8e39e4c,Mobile,3326
UIDLCd3d944e3cee,Mobile,157
UIDLCfafac48e579,Mobile,3687
UIDLC2ec3723c9e4,Mobile,1274
UIDLC29f454593e6,Mobile,331
UIDLCc4deb24bf65,Mobile,384
UIDLCc8f52fee2f3,Mobile,1309
UIDLCfcea91a2cad,Mobile,2878
UIDLC53e2ab54373,Mobile,1071
UIDLCc6740f87df1,Mobile,4061
UIDLCa36803efc17,Mobile,2834
UIDLC451db3681bf,Mobile,281
UIDLC07018135cf3,Mobile,435
UIDLC752b6cdd201,Mobile,910
UIDLCfdd22c1f8af,Mobile,2677
UIDLC17b1796bd52,Mobile,519
UIDLCd09c8d2007c,Mobile,7756
UIDLCea0bc6fb1b3,Mobile,1000
UIDLC33944030191,Mobile,10202
UIDLC95eb0a06e8a,Mobile,249
UIDLCeb2a7877d82,Mobile,2425
UIDLCcf3bf6a6f18,Mobile,838
UIDLC6c4a3206d04,Mobile,756
UIDLC56d2d5dee9b,Mobile,364
UIDLC7eec49ffcf9,Mobile,265
UIDLC16718b45805,Mobile,360
UIDLC45aa7618b47,Mobile,6464
UIDLC415208af071,Mobile,383
UIDLC354aac5b79d,Mobile,233
UIDLC65c030ee5f8,Mobile,523
UIDLC47aea408a73,Mobile,1473
UIDLCaefdc2bbe5a,Mobile,526
UIDLCfdf719a51d9,Mobile,5575
UIDLC5d46ac7ea13,Mobile,2750
UIDLC894c256f237,Mobile,5187
UIDLC7113ccb8cbe,Mobile,848
UIDLC5dc935f5462,Mobile,3407
UIDLCc0467e81f82,Mobile,2408
UIDLC4e388a43977,Mobile,795
UIDLC9028644b4d9,Mobile,444
UIDLC180a9395eea,Mobile,2579
UIDLCe2162b075d7,Mobile,573
UIDLCce19937ef9e,Mobile,126
UIDLCe8c5d392e23,Mobile,1246
UIDLCfeabc405adb,Mobile,4019
UIDLCcd814580516,Mobile,1085
